timestamp,index,uuid,name,memory.used,memory.total,utilization.gpu,utilization.memory,power.draw,temperature.gpu
2026/09/24 02:32:22.985, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 32, 3, 123.18, 44
2026/09/24 02:32:23.489, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 80.65, 44
2026/09/24 02:32:23.989, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 77.22, 44
2026/09/24 02:32:24.489, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 77.22, 44
2026/09/24 02:32:24.989, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 71.84, 42
2026/09/24 02:32:25.490, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 71.84, 42
2026/09/24 02:32:25.990, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 53.73, 41
2026/09/24 02:32:26.490, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 53.73, 41
2026/09/24 02:32:26.990, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 32.87, 40
2026/09/24 02:32:27.490, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 32.87, 40
2026/09/24 02:32:27.991, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 28.08, 40
2026/09/24 02:32:28.491, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 28.08, 40
2026/09/24 02:32:28.991, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 22.01, 39
2026/09/24 02:32:29.491, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 22.01, 39
2026/09/24 02:32:29.992, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.45, 39
2026/09/24 02:32:30.492, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.45, 39
2026/09/24 02:32:30.992, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.52, 38
2026/09/24 02:32:31.492, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.52, 38
2026/09/24 02:32:31.993, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.65, 38
2026/09/24 02:32:32.493, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.65, 38
2026/09/24 02:32:32.993, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.38, 38
2026/09/24 02:32:33.493, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.38, 38
2026/09/24 02:32:33.994, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.18, 37
2026/09/24 02:32:34.501, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 17.18, 37
2026/09/24 02:32:35.001, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 16.72, 37
2026/09/24 02:32:35.501, 0, GPU-740af22d-b5b8-c3d3-63ea-bc506de7f0f7, NVIDIA GeForce RTX 4090, 1, 24564, 0, 0, 16.72, 37
